,Headline,Body ID,Stance
32484,Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,1169,unrelated
32485,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1966,discuss
32486,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1657,discuss
32487,Apple may launch 12-inch MacBook Air with Retina Display,1679,unrelated
32488,"Tour, agent: Tiger Woods not banned",1589,unrelated
32489,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",900,unrelated
32490,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,984,unrelated
32491,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,706,unrelated
32492,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,887,unrelated
32493,"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",1863,unrelated
32494,ISIS chlorine attack on security forces confirmed – Iraq officials,636,discuss
32495,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1019,unrelated
32496,N. Korea’s Kim has leg injury but in control,1567,unrelated
32497,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,251,unrelated
32498,Hunt for 'cruel' owner who abandoned dog at train station,530,unrelated
32499,"A message from Jim's mom, Diane Foley:",1295,unrelated
32500,"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",577,discuss
32501,What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,2305,agree
32502,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1106,discuss
32503,Rodney Constantine keeps Facebook promise and turns himself in to police,2524,unrelated
32504,N. Korea’s Kim has leg injury but in control,1678,unrelated
32505,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2385,agree
32506,CNN Posts Alleged Audio of Michael Brown Shooting,2235,discuss
32507,Magic Mushrooms Found on Buckingham Palace Grounds,2528,unrelated
32508,Breaking: Soldier shot at National War Memorial in Ottawa,595,unrelated
32509,Sugarhill Gang rapper Big Bank Hank dies aged 57,239,unrelated
32510,"In Vogue vs Rats War, the Rats Are Winning",2064,agree
32511,British hostage David Haines beheaded by Islamic State terrorists,331,unrelated
32512,US officials: Video shows American's execution,1351,unrelated
32513,"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",2404,unrelated
32514,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1817,discuss
32515,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1277,unrelated
32516,Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2045,unrelated
32517,Meteorite strike in Nicaragua puzzles experts,1917,unrelated
32518,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1804,unrelated
32519,"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",413,unrelated
32520,Airport worker strips naked at security scanner in protest against guards,132,unrelated
32521,A bunch of cool health features were cut from the Apple Watch at the last minute,40,unrelated
32522,Isis claims to behead US journalist,2495,discuss
32523,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2096,discuss
32524,Nun who gave birth ‘had no idea’ she was pregnant,1480,unrelated
32525,ISIS Beheads American Journalist,533,unrelated
32526,Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1808,unrelated
32527,"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",17,unrelated
32528,"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2092,unrelated
32529,Strange mark turns out to be tropical spider burrowing under vacationer's skin,1708,unrelated
32530,Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1644,unrelated
32531,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1966,unrelated
32532,Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,40,unrelated
32533,Apple’s next MacBook could be a 12-inch MacBook Air,2509,unrelated
32534,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1357,unrelated
32535,News sites fall for Putin bird-dropping video,1087,discuss
32536,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",308,discuss
32537,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1024,unrelated
32538,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1500,unrelated
32539,Ferguson riots: audio may have captured Michael Brown shooting,662,unrelated
32540,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,472,unrelated
32541,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2296,unrelated
32542,This resignation letter in a video-game could be the greatest ever,562,unrelated
32543,This Is The Most Epic Way To Quit Your Job,997,unrelated
32544,Bali Awry,1602,discuss
32545,Luke Somers' sister says he was killed in failed Yemen rescue attempt,1988,discuss
32546,Large space object slams Nicaragua’s capital as asteroid passes Earth,2118,unrelated
32547,"If you really believed Colorado KFCs were selling pot, here’s a reality check",487,unrelated
32548,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1905,unrelated
32549,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,821,unrelated
32550,James Foley remembered as 'brave and tireless' journalist,1658,agree
32551,BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2103,discuss
32552,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",874,unrelated
32553,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1237,discuss
32554,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2296,unrelated
32555,Italian catches huge wels catfish; is it a record?,1183,unrelated
32556,Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1916,unrelated
32557,TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,2360,unrelated
32558,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2056,unrelated
32559,WHO ‘probing’ whether ISIS fighters got Ebola,1926,unrelated
32560,Man Severed Penis That Failed To Impress Girls,714,unrelated
32561,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1873,unrelated
32562,Watch: US Marine saved by helmet after being shot by Taliban sniper,709,unrelated
32563,Meteorite strike in Nicaragua puzzles experts,220,unrelated
32564,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1646,unrelated
32565,Man chops off own penis after being dumped by his girlfriend,760,unrelated
32566,Constipated goldfish operated on by North Walsham vet,1467,unrelated
32567,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2477,unrelated
32568,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",214,unrelated
32569,"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",645,unrelated
32570,Mexico checks if 43 missing students in mass grave,1427,discuss
32571,Alleged audio of Michael Brown shooting has surfaced,1438,unrelated
32572,Breaking: Soldier shot at National War Memorial in Ottawa,2492,unrelated
32573,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1406,unrelated
32574,Dumped woman spends a week in KFC to get over ex,1689,unrelated
32575,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1976,agree
32576,ISIL Beheads American Photojournalist in Iraq,903,discuss
32577,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1263,agree
32578,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1477,discuss
32579,"A message from Jim's mom, Diane Foley:",2067,agree
32580,"Small meteorite strikes Nicaragua, government says",1795,unrelated
32581,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",269,unrelated
32582,Does Vogue's New Office Have a Rat Infestation?,2064,discuss
32583,ISIL video claims beheading of kidnapped journalist James Foley,847,discuss
32584,"Batmobile stolen in Detroit? Good one, joker!",2135,agree
32585,"So, There Might Be a Rat Infestation at Vogue",964,unrelated
32586,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1471,unrelated
32587,'There is no limit to their depravity' Islamic State FEED mother her own SON,2526,unrelated
32588,Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,45,unrelated
32589,"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",2443,discuss
32590,"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1048,unrelated
32591,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",505,unrelated
32592,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1372,unrelated
32593,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2304,discuss
32594,WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1789,unrelated
32595,Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,2481,unrelated
32596,"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",26,unrelated
32597,The pumpkin spice condom is not happening,1477,unrelated
32598,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1439,unrelated
32599,6 hidden mass graves may hold missing Mexican students,761,unrelated
32600,"North Korean leader Kim Jong Un had ankle surgery, report says",1296,discuss
32601,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1637,unrelated
32602,Boko Haram ceasefire ignored as violence flares in Borno state,1883,unrelated
32603,Source: Tom Brokaw Wants Brian Williams Fired,1492,unrelated
32604,NBC weatherman caught urinating in the woods live on air,860,unrelated
32605,Everyone chill! Banksy has NOT been arrested,2412,unrelated
32606,There was never a panel discussion on domestic violence planned for ESPN’s ‘Monday Night Football’ pregame show,373,unrelated
32607,Militant Group Says It Killed American Journalist in Syria,7,unrelated
32608,Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,693,unrelated
32609,Google Said to Buy Redwood City Offices for $585 Million,2442,discuss
32610,Report: NYPD to stop arresting people for minor marijuana offenses,1802,discuss
32611,Kurds fear Isis use of chemical weapon in Kobani,1737,unrelated
32612,Reports: Boko Haram may release schoolgirls as part of deal,2520,unrelated
32613,Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,2159,discuss
32614,ISIS militants trick mother into ‘eating her kidnapped son’,1034,unrelated
32615,iFixit Debunks iPhone 6 Plus Reinforcement Claims,387,unrelated
32616,"North Korean leader Kim Jong-un not missing, just having ankle surgery",856,discuss
32617,Google Grows With $1.6 Billion in California Office Deals,1034,unrelated
32618,Saudi cleric says snowmen are anti-Islamic,924,agree
32619,"Wildest Apple Watch rumor yet: 100,000 apps at launch",43,unrelated
32620,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1933,unrelated
32621,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1549,unrelated
32622,BREAKING NEWS: Baseball star Jose Canseco hurt in accidental shooting,2266,unrelated
32623,"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1789,unrelated
32624,SEE IT: California homeless man uses $100 gift to give food to others,467,unrelated
32625,"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",1642,unrelated
32626,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1363,discuss
32627,Islamic State claims to have beheaded American journalist,2525,unrelated
32628,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",34,unrelated
32629,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,2135,discuss
32630,U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1982,discuss
32631,Video: Marine survives Taliban sniper headshot thanks to helmet,634,unrelated
32632,Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,1258,unrelated
32633,6 Islamist militants killed in US attack in Somalia,1024,unrelated
32634,Video shows ISIL beheading of photojournalist James Foley,2096,discuss
32635,Libya: Missing Libya Planes Spark Security Concerns,1312,agree
32636,WHO ‘probing’ whether ISIS fighters got Ebola,699,unrelated
32637,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1689,discuss
32638,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,239,discuss
